index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,Mastery
0,Class10,1703132975.0,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_gj1NLb4Jn7URf9K2kQPd,200,3,119b36a5797d5ce69625,1.0
1,Class10,1702991833.0,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_m8vwGkEZc3TSW2xqYUoR,332,3,119b36a5797d5ce69625,1.0
2,Class10,1702958223.0,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,332,3,ee07cc24589beb775d33,1.0
3,Class10,1702876681.0,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_gj1NLb4Jn7URf9K2kQPd,372,4,44c7cf3881ae07f7fb3e,1.0
4,Class10,1702876259.0,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,10,44c7cf3881ae07f7fb3e,1.0
5,Class10,1702876237.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,376,5,44c7cf3881ae07f7fb3e,0.5
6,Class10,1702876203.0,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,4,44c7cf3881ae07f7fb3e,1.0
7,Class10,1702876180.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,196,5,44c7cf3881ae07f7fb3e,0.5
8,Class10,1702876066.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,324,6,44c7cf3881ae07f7fb3eD,0.5
9,Class10,1702875794.0,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,320,7,44c7cf3881ae07f7fb3e,1.0
10,Class10,1702875450.0,Absolutely_Correct,2,Question_3oPyUzDmQtcMfLpGZ0jW,Method_gj1NLb4Jn7URf9K2kQPd,324,5,44c7cf3881ae07f7fb3e,1.0
11,Class10,1702875411.0,Absolutely_Error,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_m8vwGkEZc3TSW2xqYUoR,200,4,44c7cf3881ae07f7fb3e,0.0
12,Class10,1702799889.0,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_Cj9Ya2R7fZd6xs1q5mNQ,368,5,44c7cf3881ae07f7fb3e,1.0
13,Class10,1702799866.0,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_5Q4KoXthUuYz3bvrTDFm,512,5,44c7cf3881ae07f7fb3e,1.0
14,Class10,1702799859.0,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_BXr9AIsPQhwNvyGdZL57,200,5,44c7cf3881ae07f7fb3e,1.0
15,Class10,1702799841.0,Absolutely_Error,0,Question_BW0ItEaymH3TkD6S15JF,Method_gj1NLb4Jn7URf9K2kQPd,352,6,44c7cf3881ae07f7fb3e,0.0
