index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,Mastery
0,Class15,1704900819.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,384,3,ac896071204b0ce26a1e,1.0
1,Class15,1704900804.0,Absolutely_Error,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,348,3,ac896071204b0ce26a1e,0.0
2,Class15,1704900435.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,352,3,ac896071204b0ce26a1e,1.0
3,Class15,1704899345.0,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_m8vwGkEZc3TSW2xqYUoR,472,4,ac896071204b0ce26a1e,1.0
4,Class15,1704899287.0,Absolutely_Error,0,Question_62XbhBvJ8NUSnApgDL94,Method_m8vwGkEZc3TSW2xqYUoR,256,3,ac896071204b0ce26a1e,0.0
5,Class15,1704898451.0,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_BXr9AIsPQhwNvyGdZL57,356,2,75a72c46b8271a57fba6,1.0
6,Class15,1704898405.0,Partially_Correct,1,Question_Ej5mBw9rsOUKkFycGvz2,Method_Cj9Ya2R7fZd6xs1q5mNQ,360,3,75a72c46b8271a57fba6,0.3333333333333333
7,Class15,1704897811.0,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_BXr9AIsPQhwNvyGdZL57,384,4,75a72c46b8271a57fba6,1.0
8,Class15,1704897744.0,Error2,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_5Q4KoXthUuYz3bvrTDFm,384,4,75a72c46b8271a57fba6,0.1
9,Class15,1704897728.0,Error2,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_m8vwGkEZc3TSW2xqYUoR,348,3,75a72c46b8271a57fba6,0.1
10,Class15,1704891367.0,Partially_Correct,1,Question_pVKXjZn0BkSwYcsa7C31,Method_m8vwGkEZc3TSW2xqYUoR,340,3,fda1eaffdfa7350e5d97,0.3333333333333333
11,Class15,1704891357.0,Error2,0,Question_pVKXjZn0BkSwYcsa7C31,Method_gj1NLb4Jn7URf9K2kQPd,352,3,fda1eaffdfa7350e5d97,0.1
12,Class15,1704891311.0,Partially_Correct,1,Question_pVKXjZn0BkSwYcsa7C31,Method_5Q4KoXthUuYz3bvrTDFm,356,4,fda1eaffdfa7350e5d97,0.3333333333333333
13,Class15,1704891195.0,Absolutely_Error,0,Question_pVKXjZn0BkSwYcsa7C31,Method_5Q4KoXthUuYz3bvrTDFm,384,4,fda1eaffdfa7350e5d97,0.0
