index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,Mastery
0,Class2,1704210936.0,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,308,3,6ae7d356ba998218af82,0.6666666666666666
1,Class2,1704210889.0,Absolutely_Error,0,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,328,3,6ae7d356ba998218af82,0.0
2,Class2,1704210851.0,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_m8vwGkEZc3TSW2xqYUoR,312,2,6ae7d356ba998218af82,1.0
3,Class2,1704210551.0,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,0,2,6ae7d356ba998218af82,0.1
4,Class2,1704210334.0,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,324,2,6ae7d356ba998218af82,0.6666666666666666
5,Class2,1704210154.0,Absolutely_Error,0,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,328,3,6ae7d356ba998218af82,0.0
6,Class2,1704209713.0,Absolutely_Error,0,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,732,3,6ae7d356ba998218af82,0.0
7,Class2,1704209674.0,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,0,3,6ae7d356ba998218af82,0.1
8,Class2,1704209561.0,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_m8vwGkEZc3TSW2xqYUoR,324,2,6ae7d356ba998218af82,1.0
9,Class2,1704209373.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,332,3,6ae7d356ba998218af82,1.0
10,Class2,1704209334.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,320,2,6ae7d356ba998218af82,1.0
11,Class2,1704209298.0,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_BXr9AIsPQhwNvyGdZL57,324,3,6ae7d356ba998218af82,1.0
12,Class2,1704209267.0,Error5,0,Question_bumGRTJ0c8p4v5D6eHZa,Method_BXr9AIsPQhwNvyGdZL57,0,--,6ae7d356ba998218af82,0.1
13,Class2,1704209230.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,320,2,6ae7d356ba998218af82,1.0
14,Class2,1704209133.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_BXr9AIsPQhwNvyGdZL57,348,3,6ae7d356ba998218af82,1.0
15,Class2,1704209049.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,324,3,6ae7d356ba998218af82,1.0
16,Class2,1704080480.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,192,2,2c6339f7c23a64d02081,1.0
17,Class2,1704080300.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,320,2,2c6339f7c23a64d02081,1.0
18,Class2,1704080270.0,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,328,2,2c6339f7c23a64d02081,1.0
19,Class2,1704023490.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,2,79fdbcf16db75f75383a,1.0
20,Class2,1704018458.0,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,192,2,79fdbcf16db75f75383a,0.1
21,Class2,1704018442.0,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,332,2,79fdbcf16db75f75383a,0.1
22,Class2,1704018096.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,312,2,79fdbcf16db75f75383a,0.0
23,Class2,1704018048.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,1,79fdbcf16db75f75383a,0.1
24,Class2,1704018012.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,320,2,79fdbcf16db75f75383a,0.0
25,Class2,1704017893.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,316,3,79fdbcf16db75f75383a,1.0
26,Class2,1704017837.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,384,3,79fdbcf16db75f75383a,1.0
27,Class2,1704017799.0,Absolutely_Error,0,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,196,2,79fdbcf16db75f75383a,0.0
28,Class2,1704017750.0,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_m8vwGkEZc3TSW2xqYUoR,472,4,79fdbcf16db75f75383a,1.0
29,Class2,1704017713.0,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,192,2,79fdbcf16db75f75383a,0.1
30,Class2,1704017666.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,0,2,79fdbcf16db75f75383a,0.1
31,Class2,1704017546.0,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,184,2,79fdbcf16db75f75383a,0.1
32,Class2,1704017506.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,0,3,79fdbcf16db75f75383a,0.1
33,Class2,1704017364.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,79fdbcf16db75f75383a,0.1
34,Class2,1704017332.0,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,188,2,79fdbcf16db75f75383a,0.1
35,Class2,1704017277.0,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,192,2,79fdbcf16db75f75383a,0.1
36,Class2,1704010720.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_BXr9AIsPQhwNvyGdZL57,344,3,79fdbcf16db75f75383a,1.0
37,Class2,1704003758.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,352,2,2c6339f7c23a64d02081,1.0
38,Class2,1704003717.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_5Q4KoXthUuYz3bvrTDFm,460,3,2c6339f7c23a64d02081,1.0
39,Class2,1704003650.0,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_5Q4KoXthUuYz3bvrTDFm,344,3,2c6339f7c23a64d02081,1.0
40,Class2,1704003599.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,0,5,2c6339f7c23a64d02081,0.1
41,Class2,1704003553.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_m8vwGkEZc3TSW2xqYUoR,344,3,2c6339f7c23a64d02081,1.0
42,Class2,1704003427.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_BXr9AIsPQhwNvyGdZL57,0,5,2c6339f7c23a64d02081,0.1
43,Class2,1704003374.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,476,3,2c6339f7c23a64d02081,1.0
44,Class2,1704003318.0,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,620,3,2c6339f7c23a64d02081,1.0
45,Class2,1704003277.0,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_BXr9AIsPQhwNvyGdZL57,512,3,2c6339f7c23a64d02081,1.0
