index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,Mastery
0,Class14,1704038158.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,320,4,2b935bfe06ef02369807,1.0
1,Class14,1704038128.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,2b935bfe06ef02369807,0.1
2,Class14,1704038068.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,2b935bfe06ef02369807,0.1
3,Class14,1704038024.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,0,1,2b935bfe06ef02369807,0.1
4,Class14,1704036907.0,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,356,3,2b935bfe06ef02369807,1.0
5,Class14,1704036811.0,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_BXr9AIsPQhwNvyGdZL57,328,3,2b935bfe06ef02369807,1.0
6,Class14,1704034538.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,324,3,71d0a8156e59c4dcedfd,1.0
7,Class14,1704034512.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_5Q4KoXthUuYz3bvrTDFm,320,3,71d0a8156e59c4dcedfd,1.0
8,Class14,1704034481.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_BXr9AIsPQhwNvyGdZL57,332,3,71d0a8156e59c4dcedfd,1.0
9,Class14,1704033143.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,356,4,6106e5232ac32bc22d1d,1.0
10,Class14,1704033121.0,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,312,3,6106e5232ac32bc22d1d,0.1
11,Class14,1704030066.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,332,4,6106e5232ac32bc22d1d,0.0
12,Class14,1704029960.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,320,4,6106e5232ac32bc22d1d,0.0
13,Class14,1704029817.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,348,3,6106e5232ac32bc22d1d,0.0
14,Class14,1704029123.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,0,2,6106e5232ac32bc22d1d,0.1
15,Class14,1704029108.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,2,6106e5232ac32bc22d1d,0.1
16,Class14,1704028565.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,3,6106e5232ac32bc22d1d,0.1
17,Class14,1704028431.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,480,4,6106e5232ac32bc22d1d,1.0
18,Class14,1704028407.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,0,3,6106e5232ac32bc22d1d,0.1
19,Class14,1704027933.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,0,3,6106e5232ac32bc22d1d,0.1
20,Class14,1704025585.0,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_5Q4KoXthUuYz3bvrTDFm,328,3,2b935bfe06ef02369807,1.0
21,Class14,1704025423.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_gj1NLb4Jn7URf9K2kQPd,336,3,eb4493aa138e8edc3f6d,1.0
22,Class14,1704025397.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,eb4493aa138e8edc3f6d,0.1
23,Class14,1704025380.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_gj1NLb4Jn7URf9K2kQPd,0,5,eb4493aa138e8edc3f6d,0.1
24,Class14,1704025357.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,0,3,eb4493aa138e8edc3f6d,0.1
25,Class14,1704025178.0,Absolutely_Correct,3,Question_NixCn84GdK2tySa5rB1V,Method_5Q4KoXthUuYz3bvrTDFm,352,3,5d2379fb72082166dee3,1.0
