index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,Mastery
0,Class4,1703426830.0,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_5Q4KoXthUuYz3bvrTDFm,332,3,d93519b044de1fa037b0,0.1
1,Class4,1703426808.0,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_m8vwGkEZc3TSW2xqYUoR,200,4,d93519b044de1fa037b0,0.1
2,Class4,1703426752.0,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,200,4,d93519b044de1fa037b0,0.1
3,Class4,1703426628.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,324,4,d93519b044de1fa037b0,1.0
4,Class4,1703426083.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,4,d93519b044de1fa037b0,1.0
5,Class4,1703425962.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,372,4,d93519b044de1fa037b0,1.0
6,Class4,1703425703.0,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_Cj9Ya2R7fZd6xs1q5mNQ,356,5,d93519b044de1fa037b0,1.0
7,Class4,1703425600.0,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_5Q4KoXthUuYz3bvrTDFm,324,5,d93519b044de1fa037b0,1.0
8,Class4,1703425541.0,Absolutely_Correct,3,Question_NixCn84GdK2tySa5rB1V,Method_Cj9Ya2R7fZd6xs1q5mNQ,332,4,d93519b044de1fa037b0,1.0
9,Class4,1703425272.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,332,6,d93519b044de1fa037b0,1.0
10,Class4,1703425122.0,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_5Q4KoXthUuYz3bvrTDFm,364,5,d93519b044de1fa037b0,1.0
11,Class4,1703424893.0,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_m8vwGkEZc3TSW2xqYUoR,328,4,d93519b044de1fa037b0,1.0
12,Class4,1703424726.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,348,4,d93519b044de1fa037b0,1.0
13,Class4,1703424529.0,Absolutely_Correct,3,Question_TmKaGvfNoXYq4FZ2JrBu,Method_BXr9AIsPQhwNvyGdZL57,364,5,d93519b044de1fa037b0,1.0
14,Class4,1703424333.0,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_gj1NLb4Jn7URf9K2kQPd,332,5,d93519b044de1fa037b0,1.0
15,Class4,1703424065.0,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_gj1NLb4Jn7URf9K2kQPd,348,5,d93519b044de1fa037b0,1.0
16,Class4,1703423948.0,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,332,4,d93519b044de1fa037b0,1.0
17,Class4,1703423849.0,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_BXr9AIsPQhwNvyGdZL57,356,6,d93519b044de1fa037b0,1.0
18,Class4,1703423775.0,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_m8vwGkEZc3TSW2xqYUoR,492,6,d93519b044de1fa037b0,1.0
19,Class4,1703423700.0,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_gj1NLb4Jn7URf9K2kQPd,200,5,d93519b044de1fa037b0,1.0
20,Class4,1703410093.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,352,3,afc99b4940e933922aca,1.0
21,Class4,1703400833.0,Absolutely_Correct,3,Question_UXqN1F7G3Sbldz02vZne,Method_5Q4KoXthUuYz3bvrTDFm,448,3,d93519b044de1fa037b0,1.0
22,Class4,1703400649.0,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_Cj9Ya2R7fZd6xs1q5mNQ,308,3,d93519b044de1fa037b0,1.0
23,Class4,1703400307.0,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_Cj9Ya2R7fZd6xs1q5mNQ,276,3,d93519b044de1fa037b0,0.1
24,Class4,1703400056.0,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,196,2,d93519b044de1fa037b0,0.1
25,Class4,1703399967.0,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_5Q4KoXthUuYz3bvrTDFm,192,3,d93519b044de1fa037b0,0.1
26,Class4,1703399702.0,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_Cj9Ya2R7fZd6xs1q5mNQ,440,2,d93519b044de1fa037b0,1.0
27,Class4,1703399373.0,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_Cj9Ya2R7fZd6xs1q5mNQ,364,2,d93519b044de1fa037b0,1.0
28,Class4,1703399192.0,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_m8vwGkEZc3TSW2xqYUoR,360,3,d93519b044de1fa037b0,1.0
29,Class4,1703399071.0,Absolutely_Correct,3,Question_Jr4Wz5jLqmN01KUwHa7g,Method_BXr9AIsPQhwNvyGdZL57,320,3,d93519b044de1fa037b0,1.0
30,Class4,1703398813.0,Absolutely_Correct,3,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_m8vwGkEZc3TSW2xqYUoR,460,3,d93519b044de1fa037b0,1.0
31,Class4,1703341049.0,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_gj1NLb4Jn7URf9K2kQPd,476,3,afc99b4940e933922aca,1.0
32,Class4,1703333853.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_gj1NLb4Jn7URf9K2kQPd,352,4,c5d83404b165578ef794,1.0
33,Class4,1703332633.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,0,3,c5d83404b165578ef794,0.1
34,Class4,1703311464.0,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,360,2,dcd0562f8fb44933cb08,0.1
