index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,Mastery
0,Class7,1702742130.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,184,3,33184c1cba6a37cdbda2,1.0
1,Class7,1702742124.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,192,2,33184c1cba6a37cdbda2,1.0
2,Class7,1702741973.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,308,3,33184c1cba6a37cdbda2,0.0
3,Class7,1702741911.0,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_5Q4KoXthUuYz3bvrTDFm,184,3,33184c1cba6a37cdbda2,1.0
4,Class7,1702741848.0,Error1,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_m8vwGkEZc3TSW2xqYUoR,0,2,33184c1cba6a37cdbda2,0.1
5,Class7,1702741679.0,Absolutely_Error,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_BXr9AIsPQhwNvyGdZL57,316,3,33184c1cba6a37cdbda2,0.0
6,Class7,1702741663.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_5Q4KoXthUuYz3bvrTDFm,328,3,33184c1cba6a37cdbda2,0.0
7,Class7,1702741652.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,472,3,33184c1cba6a37cdbda2,0.0
8,Class7,1702741592.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,3,33184c1cba6a37cdbda2,0.1
9,Class7,1702741537.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,360,3,33184c1cba6a37cdbda2,0.0
10,Class7,1702741454.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,0,2,33184c1cba6a37cdbda2,0.1
11,Class7,1702741440.0,Absolutely_Correct,3,Question_7NJzCXUPcvQF4Mkfh9Wr,Method_m8vwGkEZc3TSW2xqYUoR,200,4,33184c1cba6a37cdbda2,1.0
12,Class7,1702741255.0,Absolutely_Error,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_Cj9Ya2R7fZd6xs1q5mNQ,316,3,33184c1cba6a37cdbda2,0.0
13,Class7,1702741191.0,Error1,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,33184c1cba6a37cdbda2,0.1
14,Class7,1702740948.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,468,3,33184c1cba6a37cdbda2,1.0
15,Class7,1702740906.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,3,33184c1cba6a37cdbda2,1.0
16,Class7,1702740864.0,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_m8vwGkEZc3TSW2xqYUoR,348,4,33184c1cba6a37cdbda2,1.0
